,Querylength,domain_token_count,path_token_count,avgdomaintokenlen,longdomaintokenlen,avgpathtokenlen,tld,charcompvowels,charcompace,ldl_url,ldl_domain,ldl_path,ldl_filename,ldl_getArg,dld_url,dld_domain,dld_path,dld_filename,dld_getArg,urlLen,domainlength,pathLength,subDirLen,fileNameLen,this.fileExtLen,ArgLen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,executable,isPortEighty,NumberofDotsinURL,ISIpAddressInDomainName,CharacterContinuityRate,LongestVariableValue,URL_DigitCount,host_DigitCount,Directory_DigitCount,File_name_DigitCount,Extension_DigitCount,Query_DigitCount,URL_Letter_Count,host_letter_count,Directory_LetterCount,Filename_LetterCount,Extension_LetterCount,Query_LetterCount,LongestPathTokenLength,Domain_LongestWordLength,Path_LongestWordLength,sub-Directory_LongestWordLength,Arguments_LongestWordLength,URL_sensitiveWord,URLQueries_variable,spcharUrl,delimeter_Domain,delimeter_path,delimeter_Count,NumberRate_URL,NumberRate_Domain,NumberRate_DirectoryName,NumberRate_FileName,NumberRate_Extension,NumberRate_AfterPath,SymbolCount_URL,SymbolCount_Domain,SymbolCount_Directoryname,SymbolCount_FileName,SymbolCount_Extension,SymbolCount_Afterpath,Entropy_URL,Entropy_Domain,Entropy_DirectoryName,Entropy_Filename,Entropy_Extension,Entropy_Afterpath,Class
6326,49,3,13,6.666666499999999,16,3.75,3,28,20,10,0,10,0,8,3,0,3,0,3,151,22,122,122,2,2,103,0.80794704,0.6821191999999999,4.681818,0.14569536,5.5454545,0.8442622999999999,0,-1,3,-1,0.77272725,32,31,0,1,0,30,26,99,20,7,4,64,22,107,16,15,15,13,0,4,3,0,5,7,0.205298013,0.0,0.1,0.267857143,0.280373832,0.291262136,15,2,1,10,9,8,0.7271806259999999,0.801138793,0.879588002,0.7531175920000001,0.7563349359999999,0.7505993390000001,spam
6328,937,3,6,4.3333335,9,2.5,3,111,104,134,0,134,0,134,10,0,10,0,10,976,15,954,954,2,2,940,0.977459,0.96311474,62.66666800000001,0.015368853,63.6,0.9853249,0,-1,3,-1,0.6666667,937,158,0,0,0,158,158,808,13,3,3,785,779,945,9,4,4,0,0,1,3,0,1,1,0.16188524599999998,0.0,0.0,0.166491043,0.167195767,0.168085106,8,2,1,3,2,1,0.569974712,0.863489053,0.827729377,0.5683924539999999,0.567692813,0.566935867,spam
6329,0,4,8,4.0,5,4.75,4,12,8,1,1,0,0,0,0,0,0,0,0,71,19,45,45,11,3,2,0.63380283,0.028169014,0.10526316,0.26760563,2.368421,0.044444446,0,-1,4,-1,0.47368422,-1,3,3,0,0,0,-1,55,13,25,10,3,-1,11,5,10,10,-1,0,0,6,0,2,-1,0.042253521,0.15789473699999998,0.0,0.0,0.0,-1.0,10,3,4,1,0,-1,0.6897072040000001,0.891527445,0.7342552290000001,0.816480016,0.579380164,-1.0,malware
6331,0,5,5,2.6,5,3.6,5,4,4,0,0,0,0,0,0,0,0,0,0,46,17,22,22,4,4,2,0.47826087,0.04347826,0.11764706,0.36956522,1.2941177,0.09090909,0,-1,5,-1,0.3529412,-1,4,0,0,4,0,-1,31,13,10,0,4,-1,7,5,7,7,-1,0,0,4,0,1,-1,0.086956522,0.0,0.0,0.444444444,0.0,-1.0,9,4,2,1,0,-1,0.7452452959999999,0.78765934,0.818007335,1.0,1.0,-1.0,spam
6334,29,3,21,4.3333335,6,4.0,3,11,7,0,0,0,0,0,0,0,0,0,0,125,15,103,103,2,2,78,0.8240000000000001,0.624,5.2,0.12,6.866667,0.75728154,0,-1,3,-1,0.73333335,6,29,4,0,0,25,25,57,9,12,5,27,4,82,6,6,6,4,3,14,4,0,1,28,0.232,0.266666667,0.0,0.284090909,0.304878049,0.320512821,36,2,2,30,29,28,0.6690485829999999,0.931744527,0.850607753,0.644148421,0.63023248,0.6165065120000001,malware
6335,49,3,14,4.3333335,7,2.0,3,44,23,0,0,0,0,0,0,0,0,0,0,166,15,144,144,2,2,138,0.8674699,0.8313253,9.2,0.090361446,9.6,0.9583333,0,-1,2,-1,0.53333336,13,10,0,-1,-1,-1,10,129,13,-1,-1,-1,38,143,7,15,15,13,0,10,2,0,1,19,0.060240964,0.0,0.0,0.06993007,,0.072463768,24,2,-1,20,0,19,0.653325991,0.803598715,,0.646221116,0.0,0.644386376,malware
6337,0,4,12,3.75,8,8.583333,4,31,24,0,0,0,0,0,0,0,0,0,0,139,18,114,114,2,2,2,0.8201439,0.01438849,0.11111111,0.12949639999999998,6.3333335,0.01754386,0,-1,5,-1,0.5,-1,13,0,0,0,13,-1,103,15,7,6,71,-1,97,8,9,9,-1,0,0,3,0,2,-1,0.09352518,0.0,0.0,0.125,0.134020619,-1.0,21,3,2,14,13,-1,0.659198294,0.820010419,0.879588002,0.67294603,0.675621165,-1.0,spam
6339,0,3,5,4.3333335,9,4.6,3,9,8,0,0,0,0,0,0,0,0,0,0,49,15,27,27,12,4,2,0.5510204000000001,0.040816326,0.13333334,0.30612245,1.8,0.074074075,0,-1,3,-1,0.33333334,-1,0,0,0,0,0,-1,39,12,8,11,4,-1,12,4,8,8,-1,0,0,3,1,2,-1,0.0,0.0,0.0,0.0,0.0,-1.0,6,2,1,1,0,-1,0.729103253,0.89761679,0.7966576240000001,0.8164417559999999,1.0,-1.0,spam
6351,0,3,8,6.3333335,14,4.75,3,11,6,0,0,0,0,0,0,0,0,0,0,73,21,45,45,7,2,2,0.6164383000000001,0.02739726,0.0952381,0.28767124,2.142857,0.044444446,0,-1,4,-1,0.71428573,-1,0,0,0,0,0,-1,61,19,29,7,2,-1,11,14,11,11,-1,0,0,6,0,2,-1,0.0,0.0,0.0,0.0,0.0,-1.0,10,2,5,1,0,-1,0.705545077,0.869902715,0.7667493390000001,1.0,1.0,-1.0,malware
6352,0,2,17,6.0,9,2.5294118,2,13,4,0,0,0,0,0,0,0,0,0,0,79,13,59,59,27,2,2,0.7468355,0.025316456,0.15384616,0.16455697,4.5384617,0.033898305,0,-1,9,-1,0.7692308000000001,-1,8,0,8,0,0,-1,51,12,30,3,2,-1,11,9,6,6,-1,0,0,4,0,12,-1,0.101265823,0.0,-1.0,-1.0,-1.0,-1.0,13,1,-1,-1,-1,-1,0.6952046009999999,0.901157537,-1.0,-1.0,-1.0,-1.0,malware
6353,1,3,9,3.6666667,6,2.3333333,3,7,6,0,0,0,0,0,0,0,0,0,0,66,13,46,46,2,2,35,0.6969696999999999,0.530303,2.6923077,0.19696970000000005,3.5384614,0.76086956,0,-1,3,-1,0.53846157,1,2,0,0,1,1,1,46,11,7,0,24,0,33,6,7,6,0,0,1,4,0,1,5,0.03030303,0.0,0.0,0.055555556,0.03030303,0.05714285700000001,12,2,2,7,5,6,0.737539866,0.875274698,0.736451625,0.7877157309999999,0.76265417,0.7799203690000001,malware
6356,2,3,8,2.6666667,4,11.333333,3,21,13,9,0,9,0,0,6,0,6,0,0,102,10,85,85,2,2,11,0.8333333,0.10784314,1.1,0.09803922,8.5,0.12941177,0,-1,3,-1,0.5,2,21,0,0,0,21,2,68,8,16,6,34,0,59,4,14,14,0,0,1,4,0,1,1,0.205882353,0.0,0.0,0.318181818,0.35593220299999995,0.181818182,11,2,2,5,4,1,0.738063238,0.879588002,0.8171877879999999,0.777832733,0.7871523359999999,0.947442759,spam
6357,0,2,8,10.0,18,4.5,2,12,8,1,0,1,0,0,0,0,0,0,0,64,21,43,43,6,3,2,0.671875,0.03125,0.0952381,0.328125,2.047619,0.046511628,0,-1,2,-1,0.9047619,-1,1,0,1,0,0,-1,55,20,26,6,3,-1,12,18,9,9,-1,0,0,5,0,2,-1,0.015625,0.0,0.03030303,0.0,0.0,-1.0,7,1,4,1,0,-1,0.694767026,0.705986473,0.791373233,0.939794001,1.0,-1.0,malware
6362,229,3,6,4.3333335,9,2.5,3,22,23,36,0,36,0,36,3,0,3,0,3,268,15,246,246,2,2,232,0.91791046,0.86567163,15.466666,0.05597015,16.4,0.9430894,0,-1,3,-1,0.6666667,229,39,0,0,0,39,39,219,13,3,3,196,190,237,9,4,4,0,0,1,3,0,1,1,0.145522388,0.0,0.0,0.161825726,0.164556962,0.16810344800000002,8,2,1,3,2,1,0.689836725,0.863489053,0.827729377,0.694298509,0.6924130000000001,0.6903295429999999,spam
6363,7,3,9,2.6666667,4,5.1666665,3,15,17,0,0,0,0,0,0,0,0,0,0,72,10,55,55,2,2,18,0.7638889,0.25,1.8,0.13888889999999998,5.5,0.3272727,0,-1,3,-1,0.5,4,4,0,0,0,4,4,54,8,13,15,14,3,22,4,9,9,3,1,2,4,0,2,3,0.055555556,0.0,0.0,0.102564103,0.181818182,0.222222222,11,2,2,5,4,3,0.71211704,0.879588002,0.683364648,0.791299633,0.8496048909999999,0.83006772,spam
6364,11,2,8,4.5,6,3.5,2,12,9,0,0,0,0,0,0,0,0,0,0,65,10,48,48,2,2,30,0.73846155,0.46153846,3.0,0.15384616,4.8,0.625,0,-1,1,-1,0.7,6,5,0,0,0,5,5,47,9,1,6,27,6,38,6,7,7,6,1,3,4,0,0,5,0.076923077,0.0,0.0,0.131578947,,0.166666667,11,1,2,6,0,5,0.773910819,0.939794001,0.856863624,0.766678195,0.0,0.78082072,malware
6367,29,4,14,5.75,12,3.6666667,4,17,22,3,0,3,0,2,0,0,0,0,0,146,26,113,113,2,2,85,0.77397263,0.58219177,3.2692308,0.17808220000000002,4.3461537,0.7522124,0,-1,5,-1,0.5,23,30,0,4,0,26,3,95,23,46,7,15,24,43,12,11,11,23,0,3,6,0,2,5,0.205479452,0.0,0.064516129,0.509803922,0.604651163,0.066666667,19,3,11,3,2,7,0.705138713,0.791265232,0.772080056,0.7532470290000001,0.731584641,0.78811229,spam
6369,43,3,9,5.3333335,11,4.8333335,3,17,16,7,1,6,0,6,1,0,1,0,1,110,18,85,85,2,2,50,0.77272725,0.45454547,2.7777777,0.16363636,4.7222222999999985,0.5882353,0,-1,3,-1,0.5,43,40,4,8,0,28,28,57,12,1,17,23,14,54,3,10,10,0,0,1,4,0,3,1,0.363636364,0.222222222,0.666666667,0.383561644,0.518518519,0.56,9,2,2,3,2,1,0.716615868,0.893416682,0.732452455,0.735699854,0.713815891,0.711452882,malware
6371,0,4,5,3.75,8,5.6,4,9,9,1,0,1,1,0,0,0,0,0,0,57,18,32,32,9,3,2,0.5614034999999999,0.03508772,0.11111111,0.31578946,1.7777778000000002,0.0625,0,-1,4,-1,0.5,-1,2,0,0,2,0,-1,45,15,16,7,3,-1,10,8,10,10,-1,0,0,4,0,1,-1,0.035087719,0.0,0.0,0.153846154,0.0,-1.0,8,3,2,1,0,-1,0.701029639,0.74007293,0.722904777,0.958424899,1.0,-1.0,spam
6374,0,2,12,2.5,3,4.4166665,2,16,7,0,0,0,0,0,0,0,0,0,0,78,6,65,65,2,2,2,0.8333333,0.025641026,0.33333334,0.07692308,10.833333,0.03076923,0,-1,1,-1,0.6666667,-1,11,1,6,2,2,-1,51,4,0,0,43,-1,52,2,9,9,-1,0,0,5,0,7,-1,0.141025641,0.166666667,-1.0,-1.0,-1.0,-1.0,6,1,-1,-1,-1,-1,0.744928763,1.0,-1.0,-1.0,-1.0,-1.0,malware
6377,2,3,8,2.6666667,4,11.333333,3,18,11,8,0,8,0,0,5,0,5,0,0,102,10,85,85,2,2,11,0.8333333,0.10784314,1.1,0.09803922,8.5,0.12941177,0,-1,3,-1,0.5,2,23,0,0,0,23,2,66,8,16,6,32,0,59,4,14,14,0,0,1,4,0,1,1,0.225490196,0.0,0.0,0.348484848,0.389830508,0.181818182,11,2,2,5,4,1,0.743940514,0.879588002,0.8171877879999999,0.7878595540000001,0.798677192,0.947442759,spam
6378,5,4,7,3.75,6,5.0,4,12,7,0,0,0,0,0,0,0,0,0,0,74,18,49,49,2,2,19,0.6621621999999999,0.25675675,1.0555556,0.24324325,2.7222223,0.3877551,0,-1,4,-1,0.3888889,5,5,0,0,0,5,5,56,15,18,5,14,0,22,6,13,12,0,0,1,4,0,1,1,0.067567568,0.0,0.0,0.17857142899999998,0.227272727,0.263157895,11,3,2,4,3,2,0.7549996999999999,0.88335938,0.8318516979999999,0.884776443,0.938842593,0.925660343,spam
6386,0,3,8,4.3333335,7,4.714286,3,3,2,1,1,0,0,0,0,0,0,0,0,68,15,46,46,2,2,6,0.6764706,0.0882353,0.4,0.22058824,3.0666666,0.13043478,0,-1,3,-1,0.53333336,0,31,4,9,12,6,0,25,9,9,0,3,0,12,3,6,6,0,0,0,6,0,1,0,0.455882353,0.266666667,0.391304348,0.7826086959999999,0.6,1.0,10,2,4,2,1,0,0.723285332,0.829361317,0.830744765,0.709110894,0.856863624,0.6934264040000001,malware
6388,0,5,5,2.6,5,4.2,5,3,3,0,0,0,0,0,0,0,0,0,0,49,17,25,25,4,4,2,0.5102041,0.040816326,0.11764706,0.3469388,1.4705882,0.08,0,-1,5,-1,0.3529412,-1,10,0,6,4,0,-1,28,13,7,0,4,-1,7,5,7,7,-1,0,0,4,0,1,-1,0.204081633,0.0,0.375,0.444444444,0.0,-1.0,9,4,2,1,0,-1,0.7446982,0.78765934,0.820159766,0.929896694,1.0,-1.0,spam
6390,0,4,11,4.5,8,6.818182000000001,4,16,9,9,2,7,7,0,4,0,4,4,0,113,21,85,85,39,3,2,0.7522124,0.017699115,0.0952381,0.18584071,4.047619,0.023529412000000003,0,-1,4,-1,0.47619048,-1,29,2,5,22,0,-1,68,16,29,16,3,-1,39,8,7,7,-1,0,0,8,0,3,-1,0.256637168,0.095238095,0.119047619,0.511627907,0.0,-1.0,12,3,6,1,0,-1,0.699707655,0.80198475,0.761494839,0.805493517,1.0,-1.0,malware
6393,2,3,8,2.6666667,4,10.666667,3,19,9,9,0,9,0,0,7,0,7,0,0,96,10,79,79,2,2,9,0.8229167,0.09375,0.9,0.104166664,7.9,0.11392405,0,-1,3,-1,0.5,2,22,0,0,0,22,2,61,8,14,4,31,0,57,4,14,14,0,0,1,4,0,1,1,0.229166667,0.0,0.0,0.35483871,0.3859649120000001,0.222222222,11,2,2,5,4,1,0.761211451,0.879588002,0.8164417559999999,0.797840622,0.808182603,0.929896694,spam
6394,10,2,8,4.5,6,3.5,2,12,9,0,0,0,0,0,0,0,0,0,0,64,10,47,47,2,2,29,0.734375,0.453125,2.9,0.15625,4.7,0.61702126,0,-1,1,-1,0.7,6,4,0,0,0,4,4,47,9,1,6,27,6,37,6,7,7,6,1,3,4,0,0,5,0.0625,0.0,0.0,0.108108108,,0.137931034,11,1,2,6,0,5,0.7695221520000001,0.939794001,0.856863624,0.758602441,0.0,0.7709800490000001,malware
6395,17,3,8,5.6666665,11,4.0,3,13,9,0,0,0,0,0,0,0,0,0,0,80,19,54,54,2,2,34,0.675,0.425,1.7894737,0.2375,2.8421052,0.6296295999999999,0,-1,3,-1,0.6315789,8,0,0,0,0,0,0,66,17,5,7,33,17,39,11,8,8,8,0,3,3,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,12,2,1,7,6,5,0.676969082,0.767628016,0.898226518,0.746275221,0.762191885,0.762856773,malware
6396,9,3,10,6.3333335,14,6.25,3,18,13,1,0,1,0,0,0,0,0,0,0,100,21,72,72,2,2,14,0.72,0.14,0.6666667,0.21,3.4285714999999994,0.19444445,0,-1,3,-1,0.71428573,9,2,0,1,0,1,0,84,19,26,8,27,9,31,14,14,14,9,0,1,6,0,2,1,0.02,0.0,0.024390244,0.032258065,,0.0,11,2,5,2,0,1,0.655184176,0.869902715,0.7604057240000001,0.81104614,0.0,0.812393189,malware
6398,1061,3,6,4.3333335,9,2.5,3,125,93,145,0,145,0,145,17,0,17,0,17,1100,15,1078,1078,2,2,1064,0.98,0.9672727,70.933334,0.013636364,71.86667,0.987013,0,-1,3,-1,0.6666667,1061,168,0,0,0,168,168,922,13,3,3,899,893,1069,9,4,4,0,0,1,3,0,1,1,0.152727273,0.0,0.0,0.15657036300000002,0.15715622099999998,0.15789473699999998,8,2,1,3,2,1,0.5600413120000001,0.863489053,0.827729377,0.558756789,0.558134208,0.55737523,spam
6402,37,5,13,2.4,3,4.6666665,5,24,18,8,0,8,0,7,2,0,2,0,2,135,16,112,112,2,2,78,0.8296296000000001,0.5777778,4.875,0.11851852,7.0,0.6964286,0,-1,5,-1,0.25,32,29,0,0,0,29,26,85,12,21,4,44,11,82,3,11,11,0,0,3,5,0,4,5,0.214814815,0.0,0.0,0.333333333,0.35365853700000005,0.3717948720000001,16,4,3,7,6,5,0.728259317,0.769454883,0.773768511,0.770674286,0.768768688,0.764818867,spam
6404,0,2,9,6.5,10,4.7777777000000015,2,17,9,0,0,0,0,0,0,0,0,0,0,72,14,51,51,2,2,2,0.7083333,0.027777778,0.14285715,0.19444445,3.642857,0.039215688,0,-1,1,-1,0.78571427,-1,1,0,0,0,1,-1,59,13,8,15,19,-1,23,10,8,8,-1,0,0,4,0,5,-1,0.013888889,0.0,0.0,0.043478261,,-1.0,5,1,2,0,0,-1,0.684560486,0.924957276,0.8253437,0.759524345,0.0,-1.0,malware
6412,0,2,8,6.5,10,5.375,2,13,10,0,0,0,0,0,0,0,0,0,0,71,14,50,50,2,2,2,0.70422536,0.028169014,0.14285715,0.1971831,3.571428500000001,0.04,0,-1,1,-1,0.78571427,-1,4,0,0,0,4,-1,56,13,8,15,16,-1,22,10,10,10,-1,0,0,4,0,4,-1,0.056338028,0.0,0.0,0.181818182,,-1.0,5,1,2,0,0,-1,0.7291659079999999,0.924957276,0.8253437,0.877685187,0.0,-1.0,malware
6418,0,5,5,2.6,5,3.8,5,4,4,0,0,0,0,0,0,0,0,0,0,47,17,23,23,5,4,2,0.4893617,0.04255319,0.11764706,0.3617021,1.3529412,0.08695652,0,-1,5,-1,0.3529412,-1,5,0,0,5,0,-1,31,13,10,0,4,-1,7,5,7,7,-1,0,0,4,0,1,-1,0.106382979,0.0,0.0,0.5,0.0,-1.0,9,4,2,1,0,-1,0.752058344,0.78765934,0.818007335,1.0,1.0,-1.0,spam
6419,39,5,13,2.4,3,4.6666665,5,28,23,11,0,11,0,10,3,0,3,0,3,135,16,112,112,2,2,78,0.8296296000000001,0.5777778,4.875,0.11851852,7.0,0.6964286,0,-1,5,-1,0.25,32,22,0,0,0,22,19,92,12,21,4,51,20,82,3,10,9,4,0,3,5,0,4,5,0.16296296300000002,0.0,0.0,0.252873563,0.26829268300000003,0.282051282,16,4,3,7,6,5,0.732642605,0.769454883,0.773768511,0.788945322,0.793698637,0.784708972,spam
6420,32,3,13,6.666666499999999,16,4.0,3,16,17,9,0,9,0,6,4,0,4,0,4,125,22,96,96,2,2,46,0.768,0.368,2.090909,0.17600000000000002,4.3636365,0.47916666,0,-1,5,-1,0.77272725,32,21,0,2,0,19,18,87,20,31,3,29,14,51,16,10,8,0,0,1,7,0,4,1,0.168,0.0,0.027777778,0.333333333,0.345454545,0.413043478,14,2,6,4,3,1,0.716930938,0.801138793,0.754055977,0.7908122040000001,0.8006631940000001,0.758410155,spam
6421,5,2,16,6.0,9,5.0833335,2,24,15,0,0,0,0,0,0,0,0,0,0,102,13,82,82,20,1,9,0.8039215999999999,0.0882353,0.6923077,0.12745099,6.3076925,0.1097561,0,-1,4,-1,0.7692308000000001,5,3,0,1,1,1,3,80,12,64,0,0,0,18,9,9,9,0,0,1,8,0,6,1,0.029411765,0.0,0.0,0.13636363599999998,0.25,0.333333333,14,1,6,5,4,3,0.6798680709999999,0.916849799,0.697783477,0.8622961990000001,0.953509509,0.929896694,malware
6422,30,4,16,5.75,12,3.6666667,4,25,28,4,0,4,0,3,0,0,0,0,0,169,26,136,136,2,2,108,0.80473375,0.6390531999999999,4.1538463,0.15384616,5.230769,0.7941176,0,-1,5,-1,0.5,24,31,0,4,1,26,4,113,23,46,7,33,24,65,12,11,11,2,0,3,6,0,2,5,0.183431953,0.0,0.064516129,0.364864865,0.4,0.086956522,23,3,11,7,6,7,0.692459736,0.791265232,0.772080056,0.779001143,0.7731687290000001,0.8100443509999999,spam
6426,0,4,8,5.0,12,4.125,4,3,1,0,0,0,0,0,0,0,0,0,0,70,23,40,40,13,3,2,0.5714286,0.028571429,0.08695652,0.32857144,1.7391304,0.05,0,-1,4,-1,0.5652174,-1,24,0,11,13,0,-1,33,20,6,0,3,-1,13,12,6,6,-1,0,0,7,0,1,-1,0.342857143,0.0,0.47826087,0.764705882,0.0,-1.0,11,3,5,1,0,-1,0.73455223,0.824449014,0.6898878740000001,0.7357122509999999,1.0,-1.0,malware
6430,0,3,6,3.3333333,5,7.5,3,11,5,0,0,0,0,0,0,0,0,0,0,69,12,50,50,17,3,2,0.7246376999999999,0.028985508,0.16666667,0.17391305,4.1666665,0.04,0,-1,3,-1,0.5,-1,17,0,0,17,0,-1,42,10,25,0,3,-1,17,5,11,11,-1,0,0,5,0,1,-1,0.246376812,0.0,0.0,0.80952381,0.0,-1.0,8,2,3,1,0,-1,0.764642611,0.7964904909999999,0.765621732,0.6621670620000001,1.0,-1.0,malware
6432,0,4,4,3.25,5,4.5,4,6,4,0,0,0,0,0,0,0,0,0,0,44,16,21,21,7,3,2,0.47727272,0.045454547000000005,0.125,0.36363637,1.3125,0.0952381,0,-1,4,-1,0.3125,-1,0,0,0,0,0,-1,33,11,8,7,3,-1,8,4,8,8,-1,0,0,3,2,1,-1,0.0,0.0,0.0,0.0,0.0,-1.0,7,3,1,1,0,-1,0.768916275,0.831954883,0.879588002,0.842328277,1.0,-1.0,spam
6436,26,2,8,6.5,10,2.6666667,2,16,9,0,0,0,0,0,0,0,0,0,0,77,14,56,56,2,2,45,0.72727275,0.58441556,3.2142856,0.18181819,4.0,0.8035714,0,-1,2,-1,0.78571427,15,0,0,-1,0,0,0,64,13,-1,5,42,25,49,10,11,11,15,0,3,2,0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,10,1,-1,7,6,5,0.7039265920000001,0.835752348,,0.7437408640000001,0.7405354940000001,0.7354300109999999,malware
6437,62,5,24,2.4,3,4.6666665,5,48,30,5,0,5,0,4,0,0,0,0,0,188,16,165,165,2,2,131,0.87765956,0.6968085,8.1875,0.08510638,10.3125,0.7939394000000001,0,-1,7,-1,0.25,33,8,0,3,0,5,0,146,12,100,4,26,56,44,3,16,16,33,0,3,9,0,8,5,0.042553191,0.0,0.024590164,0.11627907,0.131578947,0.03125,25,4,14,5,4,10,0.626687036,0.769454883,0.6532389279999999,0.824198953,0.8382084999999999,0.6914724790000001,spam
6439,0,3,8,6.3333335,14,4.75,3,11,6,0,0,0,0,0,0,0,0,0,0,73,21,45,45,7,2,2,0.6164383000000001,0.02739726,0.0952381,0.28767124,2.142857,0.044444446,0,-1,4,-1,0.71428573,-1,0,0,0,0,0,-1,61,19,29,7,2,-1,11,14,11,11,-1,0,0,6,0,2,-1,0.0,0.0,0.0,0.0,0.0,-1.0,10,2,5,1,0,-1,0.705545077,0.869902715,0.7667493390000001,1.0,1.0,-1.0,malware
6442,22,3,8,6.3333335,14,2.6666667,3,14,8,1,0,1,0,1,0,0,0,0,0,82,21,54,54,2,2,43,0.6585366,0.5243901999999999,2.047619,0.25609756,2.5714285,0.7962963000000001,0,-1,3,-1,0.71428573,14,1,0,-1,0,1,1,67,19,-1,5,39,20,47,14,6,6,5,0,3,2,0,2,5,0.012195122,0.0,0.0,0.018867925,0.021276596,0.023255814,11,2,-1,7,6,5,0.718115712,0.869902715,,0.771446975,0.760101782,0.757299362,malware
6443,0,4,13,3.75,8,8.692307000000001,4,24,23,0,0,0,0,0,0,0,0,0,0,150,18,125,125,2,2,2,0.8333333,0.013333334,0.11111111,0.12,6.9444447,0.016,0,-1,5,-1,0.5,-1,24,0,0,0,24,-1,101,15,7,6,69,-1,108,8,9,9,-1,0,0,3,0,2,-1,0.16,0.0,0.0,0.208695652,0.222222222,-1.0,23,3,2,16,15,-1,0.6661260920000001,0.820010419,0.879588002,0.674498453,0.6746452690000001,-1.0,spam
6446,8,2,12,5.5,8,3.0,2,21,11,0,0,0,0,0,0,0,0,0,0,105,12,86,86,2,2,70,0.81904763,0.6666667,5.8333335,0.114285715,7.166666499999999,0.81395346,0,-1,2,-1,0.75,6,2,0,0,0,2,2,80,11,4,5,56,6,74,8,10,10,6,0,3,3,0,1,10,0.019047619,0.0,0.0,0.025,0.027027027,0.028571429,16,1,1,12,11,10,0.6720088390000001,0.860528527,0.871049064,0.697264833,0.692056377,0.69259906,malware
6447,17,3,11,4.3333335,7,2.6,3,11,10,1,1,0,0,0,0,0,0,0,0,87,15,65,65,2,2,47,0.74712646,0.54022986,3.1333334,0.17241379999999998,4.3333335,0.72307694,0,-1,3,-1,0.53333336,7,16,4,0,0,12,12,53,9,6,4,30,4,51,3,8,8,5,0,4,4,0,2,7,0.183908046,0.266666667,0.0,0.214285714,0.235294118,0.255319149,15,2,2,9,8,7,0.765137795,0.816480016,0.666666667,0.820840914,0.837467766,0.845768072,malware
6449,18,3,8,3.3333333,4,2.3333333,3,6,3,2,0,1,0,1,0,0,0,0,0,64,12,45,45,2,2,35,0.703125,0.546875,2.9166667,0.1875,3.75,0.7777778000000001,0,-1,3,-1,0.5833333,7,17,2,-1,0,15,15,33,8,-1,4,17,3,39,4,4,4,0,0,3,2,0,2,5,0.265625,0.166666667,0.0,0.340909091,0.384615385,0.428571429,11,2,-1,7,6,5,0.781148177,0.860528527,,0.799077226,0.7852592290000001,0.7910608840000001,malware
6453,49,3,13,6.666666499999999,16,3.75,3,30,21,11,0,11,0,9,3,0,3,0,3,151,22,122,122,2,2,103,0.80794704,0.6821191999999999,4.681818,0.14569536,5.5454545,0.8442622999999999,0,-1,3,-1,0.77272725,32,27,0,1,0,26,22,103,20,7,4,68,26,107,16,15,15,13,0,4,3,0,5,7,0.178807947,0.0,0.1,0.232142857,0.242990654,0.252427184,15,2,1,10,9,8,0.7271289409999999,0.801138793,0.879588002,0.7518316270000001,0.754975724,0.749175734,spam
6457,3,3,8,2.6666667,4,11.333333,3,20,14,8,0,8,0,0,5,0,5,0,0,103,10,86,86,2,2,12,0.83495146,0.116504855,1.2,0.097087376,8.6,0.13953489,0,-1,3,-1,0.5,3,23,0,0,0,23,3,67,8,16,6,33,0,60,4,14,14,0,0,1,4,0,1,1,0.223300971,0.0,0.0,0.34328358200000003,0.383333333,0.25,11,2,2,5,4,1,0.7400562509999999,0.879588002,0.8171877879999999,0.780074002,0.789429003,0.953509509,spam
6458,21,3,7,4.3333335,7,1.0,3,13,8,1,1,0,0,0,0,0,0,0,0,69,15,47,47,2,2,42,0.68115944,0.6086956,2.8,0.2173913,3.1333334,0.89361703,0,-1,2,-1,0.53333336,8,4,4,-1,0,0,0,52,9,-1,2,37,21,43,3,8,7,8,0,3,3,0,0,5,0.057971014,0.266666667,0.0,0.0,,0.0,10,2,1,6,0,5,0.776414064,0.816480016,0.75,0.78624937,0.0,0.7797823620000001,malware
6464,40,3,9,4.0,6,2.6666667,3,14,10,8,0,8,0,8,5,0,5,0,5,92,14,71,71,2,2,49,0.7717391,0.5326086999999999,3.5,0.1521739,5.071429,0.69014084,0,-1,3,-1,0.5,32,20,0,0,0,20,20,58,12,10,3,29,20,53,6,8,8,8,0,2,5,0,1,3,0.217391304,0.0,0.0,0.350877193,0.377358491,0.408163265,12,2,3,5,4,3,0.7494403709999999,0.835752348,0.7231882609999999,0.793580732,0.7986709959999999,0.785114687,malware
6465,0,2,11,2.5,3,6.090909,2,23,14,0,0,0,0,0,0,0,0,0,0,91,6,78,78,2,2,2,0.85714287,0.021978023,0.33333334,0.06593407,13.0,0.025641026,0,-1,1,-1,0.6666667,-1,9,1,6,2,0,-1,67,4,0,0,59,-1,65,2,16,16,-1,0,0,5,0,6,-1,0.098901099,0.166666667,0.666666667,0.0,,-1.0,6,1,3,0,0,-1,0.7043868790000001,1.0,0.674566563,0.6672607,0.0,-1.0,malware
